BYB,PEMBAYARAN,PDAM,SALATIGA,SALATIGA,BMSWASLTIG,PDAM KOTA SALATIGA (JATENG),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,PDAM,SEMARANG,SEMARANG,BMSWASMG,PDAM KOTA SEMARANG (JATENG),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,PDAM,TEMANGGUNG,TEMANGGUNG,BMSWATEMAN,PDAM KAB. TEMANGGUNG (JATENG),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,PDAM,WONOGIRI,WONOGIRI,BMSWAWONOG,PDAM KAB. WONOGIRI (JATENG),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,PDAM,WONOSOBO,WONOSOBO,BMSWAWONOS,PDAM KOTA WONOSOBO,RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,PLN,NON TAGLIST,NON TAGLIST,BMSPLNNONH,PLN Non Taglist,RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,PLN,TOKEN PLN,TOKEN PLN,BMSPLNPRAH,PLN Pra Bayar (Token),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TELKOM,TELEPON,TELEPON,BMSTELEPON,TELEPON,RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TELKOM,TELKOMTV,TELKOMTV,BMSTVTLKMV,"TRANSVISION, TELKOMVISION, YESTV",RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TELKOM ,SPEEDY,SPEEDY,BMSSPEEDY,SPEEDY,RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,BIG,BIG,BMSTVBIG,BIG TV,RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,INDOVISION,INDOVISION,BMSTVINDVS,"INDOVISION, TOPTV, OKEVISION",RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,INNOVATE,INNOVATE,BMSTVINNOV,INNOVATE TV,RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,KVISION,KVISION100,BMSTVKV100,K VISION (100.000),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,KVISION,KVISION1000,BMSTVKV1000,K VISION (1.000.000),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,KVISION,KVISION125,BMSTVKV125,K VISION (125.000),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,KVISION,KVISION150,BMSTVKV150,K VISION (150.000),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,KVISION,KVISION175,BMSTVKV175,K VISION (175.000),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,KVISION,KVISION200,BMSTVKV200,K VISION (200.000),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,KVISION,KVISION250,BMSTVKV250,K VISION (250.000),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,KVISION,KVISION300,BMSTVKV300,K VISION (300.000),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,KVISION,KVISION50,BMSTVKV50,K VISION (50.000),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,KVISION,KVISION500,BMSTVKV500,K VISION (500.000),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,KVISION,KVISION75,BMSTVKV75,K VISION (75.000),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,KVISION,KVISION750,BMSTVKV750,K VISION (750.000),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,NEX,NEX,BMSTVNEX,NEX MEDIA,RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,ORANGE,ORANGEPOSTPAID,BMSTVORANG,TV ORANGE POSTPAID,RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,ORANGE,ORANGE100,BMSTVORG10,ORANGE TV (100.000),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,ORANGE,ORANGE300,BMSTVORG30,ORANGE TV (300.000),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,ORANGE,ORANGE50,BMSTVORG50,ORANGE TV (50.000),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,ORANGE,ORANGE80,BMSTVORG80,ORANGE TV (80.000),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,SKY,SKY DELUXE 1,TVSKYDEL1,SKYNINDO TV DELUXE 1 BLN (80.000),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,SKY,SKY DELUXE 3,TVSKYDEL3,SKYNINDO TV DELUXE 3 BLN (240.000),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,SKY,SKY DELUXE 6,TVSKYDEL6,SKYNINDO TV DELUXE 6 BLN (480.000),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,SKY,SKY DELUXE 12,TVSKYDEL12,SKYNINDO TV DELUXE 12 BLN (960.000),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,SKY,SKY FAMILY 1,TVSKYFAM1,SKYNINDO TV FAMILY 1 BLN (40.000),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,SKY,SKY FAMILY 3,TVSKYFAM3,SKYNINDO TV FAMILY 3 BLN (120.000),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,SKY,SKY FAMILY 6,TVSKYFAM6,SKYNINDO TV FAMILY 6 BLN (240.000),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,SKY,SKY FAMILY 12,TVSKYFAM12,SKYNINDO TV FAMILY 12 BLN (480.000),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,SKY,SKY MANDARIN 1,TVSKYMAN1,SKYNINDO TV MANDARIN 1 BLN (140.000),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,SKY,SKY MANDARIN 3,TVSKYMAN3,SKYNINDO TV MANDARIN 3 BLN (420.000),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,SKY,SKY MANDARIN 6,TVSKYMAN6,SKYNINDO TV MANDARIN 6 BLN (840.000),RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
BYB,PEMBAYARAN,TV,TOPAS,TOPAS,BMSTVTOPAS,TOPAS TV,RIZKY,9/2/2018,111111,RIZKY,9/2/2018,111111
